Annee,AgeQ80,Sexe,PartPopulationMoyenne
1996,80 ans et plus,1,-0.00374688909285368
1996,80 ans et plus,2,0.00688815314860135
1996,Moins de 5 ans,1,-0.0982308102936741
1996,Moins de 5 ans,2,0.0991321371480206
1997,05-09 ans,1,-0.11688852786478
1997,05-09 ans,2,0.117120017258279
1997,10-14 ans,1,-0.109614533588189
1997,10-14 ans,2,0.113640571296398
1997,15-19 ans,1,-0.0944819732793073
1997,15-19 ans,2,0.0971653322050597
1997,20-24 ans,1,-0.0847082091514581
1997,20-24 ans,2,0.0836955531815383
1997,25-29 ans,1,-0.0897835656063993
1997,25-29 ans,2,0.0892397155032604
1997,30-34 ans,1,-0.0874268778199605
1997,30-34 ans,2,0.0878765086631862
1997,35-39 ans,1,-0.0749412339530975
1997,35-39 ans,2,0.072488619125826
1997,40-44 ans,1,-0.064169508710113
1997,40-44 ans,2,0.0618292059531079
1997,45-49 ans,1,-0.048725126111613
1997,45-49 ans,2,0.0468862744719453
1997,50-54 ans,1,-0.0408649588442557
1997,50-54 ans,2,0.037663223571512
1997,55-59 ans,1,-0.0318775854486469
1997,55-59 ans,2,0.0301007910807801
1997,60-64 ans,1,-0.0249322149101906
1997,60-64 ans,2,0.0239960894931212
1997,65-69 ans,1,-0.0170722588369067
1997,65-69 ans,2,0.0172120824538293
1997,70-74 ans,1,-0.0107971702889436
1997,70-74 ans,2,0.0123391290613111
1997,75-79 ans,1,-0.00511044155038038
1997,75-79 ans,2,0.00705755604294214
1997,80 ans et plus,1,-0.00393023338947621
1997,80 ans et plus,2,0.00683302555202657
1997,Moins de 5 ans,1,-0.0946755806462819
1997,Moins de 5 ans,2,0.0948563050858765
1998,05-09 ans,1,-0.113172236098909
1998,05-09 ans,2,0.113688321877457
1998,10-14 ans,1,-0.11186921126655
1998,10-14 ans,2,0.114271164389423
1998,15-19 ans,1,-0.0957353678800566
1998,15-19 ans,2,0.0993104661495687
1998,20-24 ans,1,-0.0820579124964637
1998,20-24 ans,2,0.0816320201410455
1998,25-29 ans,1,-0.0871228476107127
1998,25-29 ans,2,0.0875698459699445
1998,30-34 ans,1,-0.0880840698570129
1998,30-34 ans,2,0.088308290134315
1998,35-39 ans,1,-0.0776703011549041
1998,35-39 ans,2,0.0754336778915082
1998,40-44 ans,1,-0.0653984302709151
1998,40-44 ans,2,0.0624829078464491
1998,45-49 ans,1,-0.04994893071133
1998,45-49 ans,2,0.0478897309971178
1998,50-54 ans,1,-0.0411816197577771
1998,50-54 ans,2,0.0385124469889553
1998,55-59 ans,1,-0.0329215417260962
1998,55-59 ans,2,0.0307175751297488
1998,60-64 ans,1,-0.0252097968045495
1998,60-64 ans,2,0.0242298502284522
1998,65-69 ans,1,-0.0178174624608126
1998,65-69 ans,2,0.018063712867077
1998,70-74 ans,1,-0.011034214166828
1998,70-74 ans,2,0.0125651551568016
1998,75-79 ans,1,-0.00518864184471337
1998,75-79 ans,2,0.00730949385170119
1998,80 ans et plus,1,-0.00393003264602916
1998,80 ans et plus,2,0.0070140125864133
1998,Moins de 5 ans,1,-0.0916573832463395
1998,Moins de 5 ans,2,0.0910013277940224
1999,05-09 ans,1,-0.110101457760885
1999,05-09 ans,2,0.109564530624786
1999,10-14 ans,1,-0.111718995058403
1999,10-14 ans,2,0.113505989397041
1999,15-19 ans,1,-0.0975195550999769
1999,15-19 ans,2,0.101200688953139
1999,20-24 ans,1,-0.0797719101936098
1999,20-24 ans,2,0.0800563462251263
1999,25-29 ans,1,-0.0850328579792926
1999,25-29 ans,2,0.0862020648995661
1999,30-34 ans,1,-0.0880558011042405
1999,30-34 ans,2,0.0877985820422212
1999,35-39 ans,1,-0.0789877818311832
1999,35-39 ans,2,0.0782536455711296
1999,40-44 ans,1,-0.0666516688831652
1999,40-44 ans,2,0.063041131213307
1999,45-49 ans,1,-0.0517779306694193
1999,45-49 ans,2,0.0498479415215701
1999,50-54 ans,1,-0.0416860616523171
1999,50-54 ans,2,0.0393694785653006
1999,55-59 ans,1,-0.0343115657379215
1999,55-59 ans,2,0.0315937811319096
1999,60-64 ans,1,-0.0250460860124494
1999,60-64 ans,2,0.0241112574859125
1999,65-69 ans,1,-0.018916194436937
1999,65-69 ans,2,0.0191228104489151
1999,70-74 ans,1,-0.0111302634326707
1999,70-74 ans,2,0.0125570973694242
1999,75-79 ans,1,-0.00575117828050667
1999,75-79 ans,2,0.00774358778153855
1999,80 ans et plus,1,-0.00385289983728901
1999,80 ans et plus,2,0.00711700090086493
1999,Moins de 5 ans,1,-0.089687792029733
1999,Moins de 5 ans,2,0.0889140658682477
2000,05-09 ans,1,-0.105435656846495
2000,05-09 ans,2,0.104804638000746
2000,10-14 ans,1,-0.111611683368089
2000,10-14 ans,2,0.111878588694483
2000,15-19 ans,1,-0.0982971336810145
2000,15-19 ans,2,0.102365180687183
2000,20-24 ans,1,-0.0791735874810843
2000,20-24 ans,2,0.0793250675741348
2000,25-29 ans,1,-0.0833510518597259
2000,25-29 ans,2,0.0851425082266827
2000,30-34 ans,1,-0.0873995151422472
2000,30-34 ans,2,0.0868872493289456
2000,35-39 ans,1,-0.080219679785606
2000,35-39 ans,2,0.080205643787498
2000,40-44 ans,1,-0.067209578381594
2000,40-44 ans,2,0.064776327180869
2000,45-49 ans,1,-0.0537299625009891
2000,45-49 ans,2,0.0520031643557186
2000,50-54 ans,1,-0.0426008218840251
2000,50-54 ans,2,0.0395007182836365
2000,55-59 ans,1,-0.0343487354339746
2000,55-59 ans,2,0.0318672014006345
2000,60-64 ans,1,-0.0261344594611618
2000,60-64 ans,2,0.0247370573037924
2000,65-69 ans,1,-0.0192096686447516
2000,65-69 ans,2,0.0193036315180507
2000,70-74 ans,1,-0.0117244246809999
2000,70-74 ans,2,0.0126816854638968
2000,75-79 ans,1,-0.00634547442180551
2000,75-79 ans,2,0.00838472247762957
2000,80 ans et plus,1,-0.00396406065757222
2000,80 ans et plus,2,0.00751464966770203
2000,Moins de 5 ans,1,-0.0892445057688637
2000,Moins de 5 ans,2,0.0886219660483968
2001,05-09 ans,1,-0.101411253479193
2001,05-09 ans,2,0.101688048880414
2001,10-14 ans,1,-0.110483348142867
2001,10-14 ans,2,0.108945820546009
2001,15-19 ans,1,-0.0987263831348228
