Annee,Subdivision,AgeQ80,Sexe,PartPopulationMoyenne
1988,Marquises,45-49 ans,1,-0.0409988088681006
1988,Marquises,45-49 ans,2,0.039241258582985
1988,Marquises,50-54 ans,1,-0.0381574640468005
1988,Marquises,50-54 ans,2,0.0346180850937702
1988,Marquises,55-59 ans,1,-0.0271218873771775
1988,Marquises,55-59 ans,2,0.0220623326522676
1988,Marquises,60-64 ans,1,-0.0222920218341291
1988,Marquises,60-64 ans,2,0.0234566374369015
1988,Marquises,65-69 ans,1,-0.0161423313354343
1988,Marquises,65-69 ans,2,0.0157086843541041
1988,Marquises,70-74 ans,1,-0.00959234149885358
1988,Marquises,70-74 ans,2,0.0122862916948934
1988,Marquises,75-79 ans,1,-0.00801207719056217
1988,Marquises,75-79 ans,2,0.00671776333464736
1988,Marquises,80 ans et plus,1,-0.00121702638211211
1988,Marquises,80 ans et plus,2,0.00170697761893982
1988,Marquises,Moins de 5 ans,1,-0.138004516329969
1988,Marquises,Moins de 5 ans,2,0.14536391943824
1988,Australes,05-09 ans,1,-0.13096747727536
1988,Australes,05-09 ans,2,0.140142227518098
1988,Australes,10-14 ans,1,-0.132969954638854
1988,Australes,10-14 ans,2,0.131140156903839
1988,Australes,15-19 ans,1,-0.123288706165291
1988,Australes,15-19 ans,2,0.117825699056488
1988,Australes,20-24 ans,1,-0.0845037623744458
1988,Australes,20-24 ans,2,0.0852706990980767
1988,Australes,25-29 ans,1,-0.0785362026208474
1988,Australes,25-29 ans,2,0.0731024949504187
1988,Australes,30-34 ans,1,-0.0666685738777375
1988,Australes,30-34 ans,2,0.0623086710050084
1988,Australes,35-39 ans,1,-0.0486746501202439
1988,Australes,35-39 ans,2,0.0441517167690747
1988,Australes,40-44 ans,1,-0.0456023441282587
1988,Australes,40-44 ans,2,0.0369699810137862
1988,Australes,45-49 ans,1,-0.0339479014661237
1988,Australes,45-49 ans,2,0.0332239732500681
1988,Australes,50-54 ans,1,-0.0348945159889485
1988,Australes,50-54 ans,2,0.0349374463485379
1988,Australes,55-59 ans,1,-0.0295619444089133
1988,Australes,55-59 ans,2,0.026047122848352
1988,Australes,60-64 ans,1,-0.0207736289076893
1988,Australes,60-64 ans,2,0.0191982791130967
1988,Australes,65-69 ans,1,-0.0127779528411114
1988,Australes,65-69 ans,2,0.0135638719929684
1988,Australes,70-74 ans,1,-0.00805124283393718
1988,Australes,70-74 ans,2,0.0103864440377003
1988,Australes,75-79 ans,1,-0.00593207054594655
1988,Australes,75-79 ans,2,0.00574912097174362
1988,Australes,80 ans et plus,1,-0.000941147393890333
1988,Australes,80 ans et plus,2,0.00701987355213726
1988,Australes,Moins de 5 ans,1,-0.149192811404129
1988,Australes,Moins de 5 ans,2,0.158962221570605
1988,Tuamotu-Gambier,05-09 ans,1,-0.0956798458342315
1988,Tuamotu-Gambier,05-09 ans,2,0.143797323308777
1988,Tuamotu-Gambier,10-14 ans,1,-0.0953416081061356
1988,Tuamotu-Gambier,10-14 ans,2,0.123921464499638
1988,Tuamotu-Gambier,15-19 ans,1,-0.0976568945831879
1988,Tuamotu-Gambier,15-19 ans,2,0.114613537821259
1988,Tuamotu-Gambier,20-24 ans,1,-0.132595990950317
1988,Tuamotu-Gambier,20-24 ans,2,0.0960589194074034
1988,Tuamotu-Gambier,25-29 ans,1,-0.104618103439359
1988,Tuamotu-Gambier,25-29 ans,2,0.0761491310635569
1988,Tuamotu-Gambier,30-34 ans,1,-0.0925345896508479
1988,Tuamotu-Gambier,30-34 ans,2,0.0616443503983321
1988,Tuamotu-Gambier,35-39 ans,1,-0.0615353862327127
1988,Tuamotu-Gambier,35-39 ans,2,0.0426839619228785
1988,Tuamotu-Gambier,40-44 ans,1,-0.0471432210771655
1988,Tuamotu-Gambier,40-44 ans,2,0.0340636271636107
1988,Tuamotu-Gambier,45-49 ans,1,-0.0423631594001661
1988,Tuamotu-Gambier,45-49 ans,2,0.0373534070917642
1988,Tuamotu-Gambier,50-54 ans,1,-0.0372952807158836
1988,Tuamotu-Gambier,50-54 ans,2,0.0337333099883552
1988,Tuamotu-Gambier,55-59 ans,1,-0.0274414085050943
1988,Tuamotu-Gambier,55-59 ans,2,0.0279169102031399
1988,Tuamotu-Gambier,60-64 ans,1,-0.0196509943561884
1988,Tuamotu-Gambier,60-64 ans,2,0.0206874435795313
1988,Tuamotu-Gambier,65-69 ans,1,-0.014000042014839
1988,Tuamotu-Gambier,65-69 ans,2,0.0165094237302709
1988,Tuamotu-Gambier,70-74 ans,1,-0.00885790244788303
1988,Tuamotu-Gambier,70-74 ans,2,0.0126615351721871
1988,Tuamotu-Gambier,75-79 ans,1,-0.00515538875278832
1988,Tuamotu-Gambier,75-79 ans,2,0.00656947250805655
1988,Tuamotu-Gambier,80 ans et plus,1,-0.000971141609298067
1988,Tuamotu-Gambier,80 ans et plus,2,0.00302081296143897
1988,Tuamotu-Gambier,Moins de 5 ans,1,-0.117159042323903
1988,Tuamotu-Gambier,Moins de 5 ans,2,0.157122884267525
1989,Iles Du Vent,05-09 ans,1,-0.111568919371864
1989,Iles Du Vent,05-09 ans,2,0.114635544832222
1989,Iles Du Vent,10-14 ans,1,-0.0987010443472713
1989,Iles Du Vent,10-14 ans,2,0.103658455365526
1989,Iles Du Vent,15-19 ans,1,-0.0987292762515653
1989,Iles Du Vent,15-19 ans,2,0.108670194965494
1989,Iles Du Vent,20-24 ans,1,-0.102851940666796
1989,Iles Du Vent,20-24 ans,2,0.100556393705637
1989,Iles Du Vent,25-29 ans,1,-0.089741471615362
1989,Iles Du Vent,25-29 ans,2,0.090606923399848
1989,Iles Du Vent,30-34 ans,1,-0.0813098712408603
1989,Iles Du Vent,30-34 ans,2,0.0787149596749368
1989,Iles Du Vent,35-39 ans,1,-0.0663194366897115
1989,Iles Du Vent,35-39 ans,2,0.0659468212943325
1989,Iles Du Vent,40-44 ans,1,-0.0545797737368329
1989,Iles Du Vent,40-44 ans,2,0.0517532733417592
1989,Iles Du Vent,45-49 ans,1,-0.0477247498069064
1989,Iles Du Vent,45-49 ans,2,0.0424102727712632
1989,Iles Du Vent,50-54 ans,1,-0.0351233237706902
1989,Iles Du Vent,50-54 ans,2,0.033297458383126
1989,Iles Du Vent,55-59 ans,1,-0.0292050528807219
1989,Iles Du Vent,55-59 ans,2,0.0277613673836501
1989,Iles Du Vent,60-64 ans,1,-0.0190266449944403
1989,Iles Du Vent,60-64 ans,2,0.0190914550199102
1989,Iles Du Vent,65-69 ans,1,-0.0113828278103694
1989,Iles Du Vent,65-69 ans,2,0.0131761679856546
1989,Iles Du Vent,70-74 ans,1,-0.00752468370218512
1989,Iles Du Vent,70-74 ans,2,0.00896955668736117
1989,Iles Du Vent,75-79 ans,1,-0.00465020448199521
1989,Iles Du Vent,75-79 ans,2,0.0064628017659415
1989,Iles Du Vent,80 ans et plus,1,-0.00269220220795522
1989,Iles Du Vent,80 ans et plus,2,0.00430722389379719
1989,Iles Du Vent,Moins de 5 ans,1,-0.125580959655549
1989,Iles Du Vent,Moins de 5 ans,2,0.130980989097857
1989,Iles Sous-Le-Vent,05-09 ans,1,-0.117006592120425
1989,Iles Sous-Le-Vent,05-09 ans,2,0.116481406558262
1989,Iles Sous-Le-Vent,10-14 ans,1,-0.104295899065622
1989,Iles Sous-Le-Vent,10-14 ans,2,0.107138218597177
1989,Iles Sous-Le-Vent,15-19 ans,1,-0.103683795981318
1989,Iles Sous-Le-Vent,15-19 ans,2,0.109430441050804
1989,Iles Sous-Le-Vent,20-24 ans,1,-0.100580855397123
1989,Iles Sous-Le-Vent,20-24 ans,2,0.101236099563361
1989,Iles Sous-Le-Vent,25-29 ans,1,-0.0876282341911829
1989,Iles Sous-Le-Vent,25-29 ans,2,0.0760526434765164
1989,Iles Sous-Le-Vent,30-34 ans,1,-0.0768326531104296
1989,Iles Sous-Le-Vent,30-34 ans,2,0.0792745245334133
1989,Iles Sous-Le-Vent,35-39 ans,1,-0.0644449892573285
1989,Iles Sous-Le-Vent,35-39 ans,2,0.0663886568637646
1989,Iles Sous-Le-Vent,40-44 ans,1,-0.0546166771036138
1989,Iles Sous-Le-Vent,40-44 ans,2,0.0439019358450467
1989,Iles Sous-Le-Vent,45-49 ans,1,-0.0475017886598875
1989,Iles Sous-Le-Vent,45-49 ans,2,0.0434972691321334
1989,Iles Sous-Le-Vent,50-54 ans,1,-0.0356837787458457
1989,Iles Sous-Le-Vent,50-54 ans,2,0.0340551671119811
1989,Iles Sous-Le-Vent,55-59 ans,1,-0.0291534733897181
1989,Iles Sous-Le-Vent,55-59 ans,2,0.0278055604374789
1989,Iles Sous-Le-Vent,60-64 ans,1,-0.0200098515592562
1989,Iles Sous-Le-Vent,60-64 ans,2,0.0202177374618661
1989,Iles Sous-Le-Vent,65-69 ans,1,-0.0126125124187732
1989,Iles Sous-Le-Vent,65-69 ans,2,0.0120128359526254
1989,Iles Sous-Le-Vent,70-74 ans,1,-0.00787093889786894
1989,Iles Sous-Le-Vent,70-74 ans,2,0.00936273277646105
1989,Iles Sous-Le-Vent,75-79 ans,1,-0.005081006799074
1989,Iles Sous-Le-Vent,75-79 ans,2,0.00672562095261054
1989,Iles Sous-Le-Vent,80 ans et plus,1,-0.00268697893174576
1989,Iles Sous-Le-Vent,80 ans et plus,2,0.00493914520976822
1989,Iles Sous-Le-Vent,Moins de 5 ans,1,-0.130309974370789
1989,Iles Sous-Le-Vent,Moins de 5 ans,2,0.132853262842555
1989,Marquises,05-09 ans,1,-0.136419339197041
1989,Marquises,05-09 ans,2,0.140543221424573
1989,Marquises,10-14 ans,1,-0.119103680057534
1989,Marquises,10-14 ans,2,0.125708224248896
1989,Marquises,15-19 ans,1,-0.114756575324564
1989,Marquises,15-19 ans,2,0.116629207125335
1989,Marquises,20-24 ans,1,-0.0904266682818155
1989,Marquises,20-24 ans,2,0.0863156894305835
1989,Marquises,25-29 ans,1,-0.0761040311441415
1989,Marquises,25-29 ans,2,0.0758876361559003
1989,Marquises,30-34 ans,1,-0.0685686417703512
1989,Marquises,30-34 ans,2,0.0678723649365683
1989,Marquises,35-39 ans,1,-0.0523927992709616
1989,Marquises,35-39 ans,2,0.0502429391500943
1989,Marquises,40-44 ans,1,-0.0436537928547367
1989,Marquises,40-44 ans,2,0.0409835977360166
1989,Marquises,45-49 ans,1,-0.0400861116698377
1989,Marquises,45-49 ans,2,0.0402870772271299
1989,Marquises,50-54 ans,1,-0.0375671997641142
1989,Marquises,50-54 ans,2,0.034199745312268
1989,Marquises,55-59 ans,1,-0.0312050132321297
1989,Marquises,55-59 ans,2,0.0285260830596163
1989,Marquises,60-64 ans,1,-0.021929246069713
1989,Marquises,60-64 ans,2,0.0217676051812574
1989,Marquises,65-69 ans,1,-0.0165690794571642
1989,Marquises,65-69 ans,2,0.0164636316398531
1989,Marquises,70-74 ans,1,-0.00941499565003173
1989,Marquises,70-74 ans,2,0.011822457486695
1989,Marquises,75-79 ans,1,-0.00694539292977869
1989,Marquises,75-79 ans,2,0.00660893307880982
1989,Marquises,80 ans et plus,1,-0.00151975552015572
1989,Marquises,80 ans et plus,2,0.00188565636738343
1989,Marquises,Moins de 5 ans,1,-0.133337677805929
1989,Marquises,Moins de 5 ans,2,0.13425593043902
1989,Australes,05-09 ans,1,-0.140952530991283
1989,Australes,05-09 ans,2,0.145123503799923
1989,Australes,10-14 ans,1,-0.130629928631451
1989,Australes,10-14 ans,2,0.133268012449305
1989,Australes,15-19 ans,1,-0.120766325441301
1989,Australes,15-19 ans,2,0.123441206778864
1989,Australes,20-24 ans,1,-0.0894549171552931
1989,Australes,20-24 ans,2,0.08444944082486
1989,Australes,25-29 ans,1,-0.0704489009051103
1989,Australes,25-29 ans,2,0.0715765061269996
1989,Australes,30-34 ans,1,-0.0718760550452056
1989,Australes,30-34 ans,2,0.0686118382875109
1989,Australes,35-39 ans,1,-0.0522960659193895
1989,Australes,35-39 ans,2,0.0461387794421642
1989,Australes,40-44 ans,1,-0.0388065248497352
1989,Australes,40-44 ans,2,0.0359940790383403
1989,Australes,45-49 ans,1,-0.0345393457557732
1989,Australes,45-49 ans,2,0.0335222593358523
1989,Australes,50-54 ans,1,-0.0390348695121504
1989,Australes,50-54 ans,2,0.0358666137442779
1989,Australes,55-59 ans,1,-0.0311673493908091
1989,Australes,55-59 ans,2,0.0293469097033207
1989,Australes,60-64 ans,1,-0.0196769083301773
1989,Australes,60-64 ans,2,0.0200134821711034
1989,Australes,65-69 ans,1,-0.0146552584843666
1989,Australes,65-69 ans,2,0.013947406176666
1989,Australes,70-74 ans,1,-0.00853435818792389
1989,Australes,70-74 ans,2,0.0104216260426913
1989,Australes,75-79 ans,1,-0.00515925060336447
1989,Australes,75-79 ans,2,0.00580944940239977
1989,Australes,80 ans et plus,1,-0.00298497950319103
1989,Australes,80 ans et plus,2,0.00719476659832654
1989,Australes,Moins de 5 ans,1,-0.134482184166664
1989,Australes,Moins de 5 ans,2,0.133049333944813
1989,Tuamotu-Gambier,05-09 ans,1,-0.108761511637911
1989,Tuamotu-Gambier,05-09 ans,2,0.150676755992072
1989,Tuamotu-Gambier,10-14 ans,1,-0.0938234563954332
1989,Tuamotu-Gambier,10-14 ans,2,0.122902695560643
1989,Tuamotu-Gambier,15-19 ans,1,-0.0931175097538583
1989,Tuamotu-Gambier,15-19 ans,2,0.112418893547519
1989,Tuamotu-Gambier,20-24 ans,1,-0.117494139134071
1989,Tuamotu-Gambier,20-24 ans,2,0.0899518043428011
1989,Tuamotu-Gambier,25-29 ans,1,-0.105326427205162
1989,Tuamotu-Gambier,25-29 ans,2,0.0790569333154901
1989,Tuamotu-Gambier,30-34 ans,1,-0.0995594510024049
1989,Tuamotu-Gambier,30-34 ans,2,0.0654230301115335
1989,Tuamotu-Gambier,35-39 ans,1,-0.0756942038422322
1989,Tuamotu-Gambier,35-39 ans,2,0.0455703158480213
1989,Tuamotu-Gambier,40-44 ans,1,-0.0483776069115231
1989,Tuamotu-Gambier,40-44 ans,2,0.034357675964183
1989,Tuamotu-Gambier,45-49 ans,1,-0.0414767662661975
1989,Tuamotu-Gambier,45-49 ans,2,0.0356919367587714
1989,Tuamotu-Gambier,50-54 ans,1,-0.0380716410365736
1989,Tuamotu-Gambier,50-54 ans,2,0.0361892805743931
1989,Tuamotu-Gambier,55-59 ans,1,-0.0298846923869885
1989,Tuamotu-Gambier,55-59 ans,2,0.0306759609273676
1989,Tuamotu-Gambier,60-64 ans,1,-0.0185772154466677
1989,Tuamotu-Gambier,60-64 ans,2,0.0175180684451327
1989,Tuamotu-Gambier,65-69 ans,1,-0.0138365975491017
1989,Tuamotu-Gambier,65-69 ans,2,0.0170470268778135
1989,Tuamotu-Gambier,70-74 ans,1,-0.00876038700598413
1989,Tuamotu-Gambier,70-74 ans,2,0.0128808192867618
1989,Tuamotu-Gambier,75-79 ans,1,-0.00551757435668188
1989,Tuamotu-Gambier,75-79 ans,2,0.00625355230283466
1989,Tuamotu-Gambier,80 ans et plus,1,-0.000920277321220934
1989,Tuamotu-Gambier,80 ans et plus,2,0.00398076388925777
1989,Tuamotu-Gambier,Moins de 5 ans,1,-0.11041447271787
1989,Tuamotu-Gambier,Moins de 5 ans,2,0.139938027790596
1990,Iles Du Vent,05-09 ans,1,-0.113360859031205
1990,Iles Du Vent,05-09 ans,2,0.113375679642409
1990,Iles Du Vent,10-14 ans,1,-0.0995634079094659
1990,Iles Du Vent,10-14 ans,2,0.100555023521566
1990,Iles Du Vent,15-19 ans,1,-0.0973480498611804
1990,Iles Du Vent,15-19 ans,2,0.103442830062577
1990,Iles Du Vent,20-24 ans,1,-0.102261937776833
1990,Iles Du Vent,20-24 ans,2,0.096657388644721
1990,Iles Du Vent,25-29 ans,1,-0.092697444401719
1990,Iles Du Vent,25-29 ans,2,0.0908792591101556
1990,Iles Du Vent,30-34 ans,1,-0.0827706967367529
1990,Iles Du Vent,30-34 ans,2,0.0778717596701867
1990,Iles Du Vent,35-39 ans,1,-0.067527852439861
1990,Iles Du Vent,35-39 ans,2,0.0670297398563133
1990,Iles Du Vent,40-44 ans,1,-0.0568913309857218
1990,Iles Du Vent,40-44 ans,2,0.0600911580776757
1990,Iles Du Vent,45-49 ans,1,-0.0478268280111679
1990,Iles Du Vent,45-49 ans,2,0.0418204740697246
1990,Iles Du Vent,50-54 ans,1,-0.0359150306155425
1990,Iles Du Vent,50-54 ans,2,0.0333170001704448
1990,Iles Du Vent,55-59 ans,1,-0.0288638526851718
1990,Iles Du Vent,55-59 ans,2,0.0266435562083725
1990,Iles Du Vent,60-64 ans,1,-0.0198556861931413
1990,Iles Du Vent,60-64 ans,2,0.0189980219457594
1990,Iles Du Vent,65-69 ans,1,-0.012024206798181
1990,Iles Du Vent,65-69 ans,2,0.0138944286099525
1990,Iles Du Vent,70-74 ans,1,-0.00748837044920545
1990,Iles Du Vent,70-74 ans,2,0.0089503739890502
1990,Iles Du Vent,75-79 ans,1,-0.0047149435344954
1990,Iles Du Vent,75-79 ans,2,0.00659030474642951
1990,Iles Du Vent,80 ans et plus,1,-0.00245146062255717
1990,Iles Du Vent,80 ans et plus,2,0.00496240065406409
1990,Iles Du Vent,Moins de 5 ans,1,-0.126649453345449
1990,Iles Du Vent,Moins de 5 ans,2,0.126755465260084
1990,Iles Sous-Le-Vent,05-09 ans,1,-0.118831236617937
1990,Iles Sous-Le-Vent,05-09 ans,2,0.114845592565454
1990,Iles Sous-Le-Vent,10-14 ans,1,-0.0901634444562959
1990,Iles Sous-Le-Vent,10-14 ans,2,0.103539727942256
1990,Iles Sous-Le-Vent,15-19 ans,1,-0.103619201946257
1990,Iles Sous-Le-Vent,15-19 ans,2,0.107262715184247
1990,Iles Sous-Le-Vent,20-24 ans,1,-0.101509605731
1990,Iles Sous-Le-Vent,20-24 ans,2,0.0972622998099096
1990,Iles Sous-Le-Vent,25-29 ans,1,-0.0893995775600586
1990,Iles Sous-Le-Vent,25-29 ans,2,0.0902039365996154
1990,Iles Sous-Le-Vent,30-34 ans,1,-0.079882615233037
1990,Iles Sous-Le-Vent,30-34 ans,2,0.079086696768433
1990,Iles Sous-Le-Vent,35-39 ans,1,-0.0672154638103261
1990,Iles Sous-Le-Vent,35-39 ans,2,0.0676596448894807
1990,Iles Sous-Le-Vent,40-44 ans,1,-0.0567514663407761
1990,Iles Sous-Le-Vent,40-44 ans,2,0.0518823155064268
1990,Iles Sous-Le-Vent,45-49 ans,1,-0.0483704782761224
1990,Iles Sous-Le-Vent,45-49 ans,2,0.0427485726277907
1990,Iles Sous-Le-Vent,50-54 ans,1,-0.0320443490712387
1990,Iles Sous-Le-Vent,50-54 ans,2,0.0341141939477989
1990,Iles Sous-Le-Vent,55-59 ans,1,-0.0294213650672243
1990,Iles Sous-Le-Vent,55-59 ans,2,0.0273341496784072
1990,Iles Sous-Le-Vent,60-64 ans,1,-0.0214402589472145
1990,Iles Sous-Le-Vent,60-64 ans,2,0.0198521071171858
1990,Iles Sous-Le-Vent,65-69 ans,1,-0.0130087847372544
1990,Iles Sous-Le-Vent,65-69 ans,2,0.0147232562090323
1990,Iles Sous-Le-Vent,70-74 ans,1,-0.00692154094289411
1990,Iles Sous-Le-Vent,70-74 ans,2,0.0094632891229354
1990,Iles Sous-Le-Vent,75-79 ans,1,-0.00513186628022956
1990,Iles Sous-Le-Vent,75-79 ans,2,0.00687296562711002
1990,Iles Sous-Le-Vent,80 ans et plus,1,-0.00310655361316092
1990,Iles Sous-Le-Vent,80 ans et plus,2,0.00488716882459227
1990,Iles Sous-Le-Vent,Moins de 5 ans,1,-0.133438745290674
1990,Iles Sous-Le-Vent,Moins de 5 ans,2,0.129111611397631
1990,Marquises,05-09 ans,1,-0.135005575551097
1990,Marquises,05-09 ans,2,0.145050854085285
1990,Marquises,10-14 ans,1,-0.118590036106215
1990,Marquises,10-14 ans,2,0.122302108550657
1990,Marquises,15-19 ans,1,-0.114458289356187
1990,Marquises,15-19 ans,2,0.11996653428967
1990,Marquises,20-24 ans,1,-0.0900671414400217
1990,Marquises,20-24 ans,2,0.07883090990517
1990,Marquises,25-29 ans,1,-0.0719032843391433
1990,Marquises,25-29 ans,2,0.0772963285761597
1990,Marquises,30-34 ans,1,-0.070010706835175
1990,Marquises,30-34 ans,2,0.0724568824732819
1990,Marquises,35-39 ans,1,-0.0559417857884058
1990,Marquises,35-39 ans,2,0.0535102942257827
1990,Marquises,40-44 ans,1,-0.0435519402092752
1990,Marquises,40-44 ans,2,0.0411256728340629
1990,Marquises,45-49 ans,1,-0.0396713312588179
1990,Marquises,45-49 ans,2,0.039428660351256
1990,Marquises,50-54 ans,1,-0.0380407443630448
1990,Marquises,50-54 ans,2,0.0351945725241445
1990,Marquises,55-59 ans,1,-0.0293738564090912
1990,Marquises,55-59 ans,2,0.0288666689847367
1990,Marquises,60-64 ans,1,-0.0238402568117241
1990,Marquises,60-64 ans,2,0.018353152831684
1990,Marquises,65-69 ans,1,-0.0171154504010779
1990,Marquises,65-69 ans,2,0.0186292311664889
1990,Marquises,70-74 ans,1,-0.00783629902724563
1990,Marquises,70-74 ans,2,0.0126941407361088
1990,Marquises,75-79 ans,1,-0.00579529402754921
1990,Marquises,75-79 ans,2,0.00714081933133561
1990,Marquises,80 ans et plus,1,-0.00213540116359879
1990,Marquises,80 ans et plus,2,0.00132429248038998
1990,Marquises,Moins de 5 ans,1,-0.132980416075104
1990,Marquises,Moins de 5 ans,2,0.124325812146269
1990,Australes,05-09 ans,1,-0.144607725661844
1990,Australes,05-09 ans,2,0.157296316346347
1990,Australes,10-14 ans,1,-0.125298577277246
1990,Australes,10-14 ans,2,0.13018203805502
1990,Australes,15-19 ans,1,-0.117737508982234
1990,Australes,15-19 ans,2,0.126514668431548
1990,Australes,20-24 ans,1,-0.0940064270656542
1990,Australes,20-24 ans,2,0.0829791301879976
1990,Australes,25-29 ans,1,-0.0673957460623955
1990,Australes,25-29 ans,2,0.0730548919979055
1990,Australes,30-34 ans,1,-0.0691557122277321
1990,Australes,30-34 ans,2,0.0708168446125069
1990,Australes,35-39 ans,1,-0.0563290688023098
1990,Australes,35-39 ans,2,0.0495008727498926
1990,Australes,40-44 ans,1,-0.0394450191817214
1990,Australes,40-44 ans,2,0.0373242520742004
1990,Australes,45-49 ans,1,-0.0335914907527147
1990,Australes,45-49 ans,2,0.0358388779836538
1990,Australes,50-54 ans,1,-0.0333385373349881
1990,Australes,50-54 ans,2,0.0358433879028183
1990,Australes,55-59 ans,1,-0.0307323801048545
1990,Australes,55-59 ans,2,0.0305513199003243
1990,Australes,60-64 ans,1,-0.021378527059248
1990,Australes,60-64 ans,2,0.0188632201112758
1990,Australes,65-69 ans,1,-0.0165251311097846
1990,Australes,65-69 ans,2,0.0174003956165519
1990,Australes,70-74 ans,1,-0.00764784285942215
1990,Australes,70-74 ans,2,0.0108705158719357
1990,Australes,75-79 ans,1,-0.00512401021603622
1990,Australes,75-79 ans,2,0.00570778590833879
1990,Australes,80 ans et plus,1,-0.00142760845870296
1990,Australes,80 ans et plus,2,0.00577366294184926
1990,Australes,Moins de 5 ans,1,-0.130269063263942
1990,Australes,Moins de 5 ans,2,0.102346655902993
1990,Tuamotu-Gambier,05-09 ans,1,-0.116303896447372
1990,Tuamotu-Gambier,05-09 ans,2,0.158938397478706
1990,Tuamotu-Gambier,10-14 ans,1,-0.0902367539288157
1990,Tuamotu-Gambier,10-14 ans,2,0.123039249254831
1990,Tuamotu-Gambier,15-19 ans,1,-0.0943469654028477
1990,Tuamotu-Gambier,15-19 ans,2,0.112725822620698
1990,Tuamotu-Gambier,20-24 ans,1,-0.113245225368153
1990,Tuamotu-Gambier,20-24 ans,2,0.0913029553948996
1990,Tuamotu-Gambier,25-29 ans,1,-0.107179177863119
1990,Tuamotu-Gambier,25-29 ans,2,0.246353061538675
1990,Tuamotu-Gambier,30-34 ans,1,-0.0966350343574135
1990,Tuamotu-Gambier,30-34 ans,2,0.0665943423282224
1990,Tuamotu-Gambier,35-39 ans,1,-0.069726077456018
1990,Tuamotu-Gambier,35-39 ans,2,0.0497933504515809
1990,Tuamotu-Gambier,40-44 ans,1,-0.0487314668506483
1990,Tuamotu-Gambier,40-44 ans,2,0.0370908521725878
1990,Tuamotu-Gambier,45-49 ans,1,-0.0388152281093245
1990,Tuamotu-Gambier,45-49 ans,2,0.0353900545624832
1990,Tuamotu-Gambier,50-54 ans,1,-0.0362910582323462
1990,Tuamotu-Gambier,50-54 ans,2,0.0375790929456996
1990,Tuamotu-Gambier,55-59 ans,1,-0.0303928097264849
1990,Tuamotu-Gambier,55-59 ans,2,0.0300227528181005
1990,Tuamotu-Gambier,60-64 ans,1,-0.0179345753066447
1990,Tuamotu-Gambier,60-64 ans,2,0.0190773034589535
1990,Tuamotu-Gambier,65-69 ans,1,-0.0155746574581244
1990,Tuamotu-Gambier,65-69 ans,2,0.0178575382161358
1990,Tuamotu-Gambier,70-74 ans,1,-0.008892892216291
1990,Tuamotu-Gambier,70-74 ans,2,0.0331261431544773
1990,Tuamotu-Gambier,75-79 ans,1,-0.00533264309889555
1990,Tuamotu-Gambier,75-79 ans,2,0.00742221229064086
1990,Tuamotu-Gambier,80 ans et plus,1,-0.000977933173495313
1990,Tuamotu-Gambier,80 ans et plus,2,0.00309485180804839
1990,Tuamotu-Gambier,Moins de 5 ans,1,-0.103158459188646
1990,Tuamotu-Gambier,Moins de 5 ans,2,0.11003065117134
1991,Iles Du Vent,05-09 ans,1,-0.111374470199824
1991,Iles Du Vent,05-09 ans,2,0.116366600399917
1991,Iles Du Vent,10-14 ans,1,-0.11382978212603
1991,Iles Du Vent,10-14 ans,2,0.102427946315751
1991,Iles Du Vent,15-19 ans,1,-0.0943661278875989
1991,Iles Du Vent,15-19 ans,2,0.101462644442645
1991,Iles Du Vent,20-24 ans,1,-0.0987133905238203
1991,Iles Du Vent,20-24 ans,2,0.0986043445885618
1991,Iles Du Vent,25-29 ans,1,-0.0929277232211202
1991,Iles Du Vent,25-29 ans,2,0.0917664021980818
1991,Iles Du Vent,30-34 ans,1,-0.0802732575760744
1991,Iles Du Vent,30-34 ans,2,0.0783464564456412
1991,Iles Du Vent,35-39 ans,1,-0.0717652209481433
1991,Iles Du Vent,35-39 ans,2,0.0722962854872679
1991,Iles Du Vent,40-44 ans,1,-0.0547001863741709
1991,Iles Du Vent,40-44 ans,2,0.0511610646986822
1991,Iles Du Vent,45-49 ans,1,-0.0471188136412672
1991,Iles Du Vent,45-49 ans,2,0.0434880710691913
1991,Iles Du Vent,50-54 ans,1,-0.0364503181102454
1991,Iles Du Vent,50-54 ans,2,0.0341632151971466
1991,Iles Du Vent,55-59 ans,1,-0.0342441850306323
1991,Iles Du Vent,55-59 ans,2,0.0275053765950894
1991,Iles Du Vent,60-64 ans,1,-0.0199836903720267
1991,Iles Du Vent,60-64 ans,2,0.0194916107042111
1991,Iles Du Vent,65-69 ans,1,-0.0125119340728657
1991,Iles Du Vent,65-69 ans,2,0.0146605565454365
1991,Iles Du Vent,70-74 ans,1,-0.00865098952660249
1991,Iles Du Vent,70-74 ans,2,0.00877578640232404
1991,Iles Du Vent,75-79 ans,1,-0.00487453684095534
1991,Iles Du Vent,75-79 ans,2,0.00678586481719228
1991,Iles Du Vent,80 ans et plus,1,-0.00235892355437833
1991,Iles Du Vent,80 ans et plus,2,0.00472466587002809
1991,Iles Du Vent,Moins de 5 ans,1,-0.123163221199063
1991,Iles Du Vent,Moins de 5 ans,2,0.124524373429593
1991,Iles Sous-Le-Vent,05-09 ans,1,-0.114976322601065
1991,Iles Sous-Le-Vent,05-09 ans,2,0.11714459296844
1991,Iles Sous-Le-Vent,10-14 ans,1,-0.103812221666729
1991,Iles Sous-Le-Vent,10-14 ans,2,0.104964214809501
